left_index,left_side,similarity,right_side,right_index
5144,mechanical maintenance engineer trainee,0.8172728,maintenance engineer trainee,3785
5144,mechanical maintenance engineer trainee,0.8130098,senior mechanical maintenance engineer,4118
6117,medical analyst,0.84407747,senior medical analyst,6366
6018,medium analyst,0.85644233,senior medium analyst,6323
6018,medium analyst,0.8002691,social medium analyst,6042
1994,medium manager,0.80237466,social medium manager,1246
2515,medium marketing manager,0.87262106,social medium marketing manager,595
792,merchandising manager,0.8856479,senior merchandising manager,1719
1574,merger acquisition manager,0.84271276,acquisition manager,431
3960,method engineer,0.8479891,method engineer get,5233
5233,method engineer get,0.8479891,method engineer,3960
6531,mi executive analyst,0.81141424,executive analyst,6094
6376,mi reporting analyst,0.83666515,reporting analyst,5938
1496,mission manager,0.8611407,admission manager,860
3613,mobile service engineer,0.85233796,automobile service engineer,3680
4137,monitoring engineer,0.806637,monitoring manager,2791
2791,monitoring manager,0.806637,monitoring engineer,4137
5453,ms security engineer,0.8181196,security engineer,3550
2217,national business manager,0.8519366,zonal business manager,447
2217,national business manager,0.8158245,regional business manager,351
2121,national credit manager,0.85486865,zonal credit manager,1054
2121,national credit manager,0.81923324,regional credit manager,636
957,national key account manager,0.8593439,regional key account manager,1006
2585,national logistics manager,0.8642342,regional logistics manager,1427
2127,national marketing manager,0.85213053,international marketing manager,756
2127,national marketing manager,0.8407569,zonal marketing manager,600
2127,national marketing manager,0.80290985,regional marketing manager,611
2194,national operation manager,0.8019671,regional operation manager,473
2248,national program manager,0.8253901,regional program manager,3125
508,national sale manager,0.8042735,international sale manager,935
2746,national sale marketing manager,0.87878937,international sale marketing manager,3305
2093,national service manager,0.82066303,zonal service manager,1217
2830,national trade marketing manager,0.87363446,regional trade marketing manager,2263
2830,national trade marketing manager,0.8166538,trade marketing manager,892
1637,national training manager,0.8498181,zonal training manager,1256
1637,national training manager,0.8133673,regional training manager,660
5554,nd assistant engineer,0.8097846,nd assistant manager,930
930,nd assistant manager,0.8097846,nd assistant engineer,5554
930,nd assistant manager,0.8084253,second assistant manager,1195
5941,network analyst,0.81586635,senior network analyst,6082
5941,network analyst,0.8115807,associate network analyst,6277
5792,network architect,0.85971576,associate network architect,5838
4136,network consulting engineer,0.8453336,senior engineer network consulting,5391
3381,network engineer,0.9315839,network engineer l,3469
3381,network engineer,0.8618391,l network engineer,3536
3381,network engineer,0.8375013,trainee network engineer,3983
3381,network engineer,0.83341545,core network engineer,4280
3469,network engineer l,0.9315839,network engineer,3381
3469,network engineer l,0.8028753,l network engineer,3536
4300,network implementation engineer,0.90431494,network implementation manager,2762
2762,network implementation manager,0.90431494,network implementation engineer,4300
865,network manager,0.8110531,work manager,638
4737,network optimization engineer,0.90424454,radio network optimization engineer,3784
4737,network optimization engineer,0.86908007,lte radio network optimization engineer,5661
3557,network planning engineer,0.86557883,network planning manager,1373
1373,network planning manager,0.86557883,network planning engineer,3557
4123,network planning optimization engineer,0.9863428,g network planning optimization engineer,4442
6102,network security analyst,0.81930447,network security engineer,3495
3495,network security engineer,0.8764475,senior network security engineer,3782
3495,network security engineer,0.81930447,network security analyst,6102
6371,network support analyst,0.82082796,network support engineer,3434
3434,network support engineer,0.9599464,network support engineer l,4781
3434,network support engineer,0.85888654,associate network support engineer,4929
3434,network support engineer,0.85493153,senior network support engineer,4099
3434,network support engineer,0.82082796,network support analyst,6371
4781,network support engineer l,0.9599464,network support engineer,3434
4781,network support engineer l,0.8244851,associate network support engineer,4929
4781,network support engineer l,0.8206885,senior network support engineer,4099
3552,new product development engineer,0.87849677,manager new product development,1180
3552,new product development engineer,0.8452742,new product development sr dot engineer,4837
3552,new product development engineer,0.8285758,product development engineer,3603
3552,new product development engineer,0.81344306,assistant manager new product development,1850
3552,new product development engineer,0.8013176,new product development quality engineer,5489
5489,new product development quality engineer,0.8013176,new product development engineer,3552
4837,new product development sr dot engineer,0.8452742,new product development engineer,3552
6192,noc analyst,0.80515605,soc analyst,5940
4023,noc support engineer,0.95489925,noc support engineer l,5403
5403,noc support engineer l,0.95489925,noc support engineer,4023
739,nri relationship manager,0.82756585,senior manager nri relationship manager,3249
2424,office administrator assistant manager administrator,0.89242524,assistant manager administrator,422
6683,online marketing analyst,0.81730354,online marketing manager,2807
2807,online marketing manager,0.81730354,online marketing analyst,6683
3747,onsite engineer,0.80204386,site engineer,3386
2834,onsite project manager,0.89548665,site project manager,2198
4588,onsite support engineer,0.89619315,site support engineer,4314
1768,operation account manager,0.8590596,operation accountant,6909
6909,operation accountant,0.8590596,operation account manager,1768
3476,operation maintenance engineer,0.8389339,operation maintenance manager,983
983,operation maintenance manager,0.8389339,operation maintenance engineer,3476
4269,operation support engineer,0.8029622,operation support manager,2749
2749,operation support manager,0.8029622,operation support engineer,4269
6980,operational accounting associate,0.8146827,general accounting associate,6759
2469,operational risk manager,0.8012933,regional risk manager,1230
4401,optimization engineer,0.8834925,rf optimization engineer,3509
2259,order delivery manager,0.83819854,senior delivery manager,744
5318,packaging development engineer,0.8885542,manager packaging development,1324
5318,packaging development engineer,0.82223845,assistant manager packaging development,1422
3954,packaging engineer,0.8667468,senior packaging engineer,5087
5430,paint shop product engineer,0.8930525,paintshop production engineer,4344
5430,paint shop product engineer,0.80732,paint shop product sr dot engineer,5633
5633,paint shop product sr dot engineer,0.80732,paint shop product engineer,5430
4344,paintshop production engineer,0.8930525,paint shop product engineer,5430
1162,partner account manager,0.8312534,tele partner account manager,2407
6925,payroll account assistant,0.9008392,payroll accountant,6840
6840,payroll accountant,0.9008392,payroll account assistant,6925
5992,payroll analyst,0.86521566,senior payroll analyst,6210
5992,payroll analyst,0.84993136,hr payroll analyst,6552
3895,pcb design engineer,0.84360355,senior pcb design engineer,4982
4722,pcb layout design engineer,0.82982206,layout design engineer,5204
6001,performance analyst,0.8427586,senior performance analyst,6363
